Emission_Factor,Calculations_SK,Date,Fiscal_Quarter,Date_SK,Enterprise_SK,Enterprise_Name,Facility_SK,Facility_Name,Fuel_SK,Fuel_Name,Unit,Source_SK,Source_Category,Source_Type,Sum of CO2e,CO2E_S1,CO2E_S2,CO2E_S3_BT,Sum of Consumption_Fuel_Quantity,Sum of Electricity_Usage_Consumption,Sum of Emission_CH4_KT,Sum of Emission_CO2_Equivalent_KT,Sum of Emission_CO2_KT,Emission_CO2_market,Sum of Emission_N2O_KT,Emission_Sub,Energy_charge,Fixed_charge,Invoice_Amount,Invoice_Days,Invoice_Distance,Invoice_GST,Kt_of_CH4_S2,Kt_of_CH4_S3,Kt_of_CO2_S2,Kt_of_CO2_S3,Kt_of_N20_S3,sumif_S1_gas_type,Total_charge,Type,Electricity_Invoice_SK,Invoice_SK,Employee_SK
National Greenhouse Account Factors,1,2020-07-26 00:00:00,3,1055,1,XXXX Pty Ltd,2,SSH Adelaide,4,Ethanol,Kilolitres (kl),45,Road_vehicle,Mobile Source,0.00000168948,0.00000168948,,,0.02888,,0.0000011488463999999999,0.00031958203679999995,0,0,5.406336e-7,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-07-26 00:00:00,3,1055,1,XXXX Pty Ltd,4,Canberra office,15,Rechargable batteries,Metric Ton,33,Road_vehicle,Mobile Source,0,0,,,0,,0,0,0,0,0,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-07-26 00:00:00,3,1055,1,XXXX Pty Ltd,6,Greater Western Sydney,1,Gasoline,Gallons (g),23,Road_vehicle,Mobile Source,0.00021823410209009474,0.00021823410209009474,,,0.091682673796,,0.000005016875910117121,0.0015934852109509507,0.0002113358977136837,0,0.00000188132846629392,,,,,,,,,,,,,0.0002113358977136837,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-07-26 00:00:00,3,1055,1,XXXX Pty Ltd,6,Greater Western Sydney,2,Diesel,Short Ton,13,Road_vehicle,Mobile Source,0.12024704609280001,0.12024704609280001,,,44.25012,,0.0006832218528000001,0.30522936273840007,0.11939301877680002,0,0.00017080546320000003,,,,,,,,,,,,,0.11939301877680002,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-07-26 00:00:00,3,1055,1,XXXX Pty Ltd,7,Melbourne office,1,Gasoline,Gallons (g),20,Non_Road_vehicle,Mobile Source,0.00006118123671311905,0.00006118123671311905,,,0.025702946122,,0.0000014064652117958403,0.0004467285128966538,0.00005924734704689977,0,5.2742445442344e-7,,,,,,,,,,,,,0.00005924734704689977,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-07-26 00:00:00,3,1055,1,XXXX Pty Ltd,7,Melbourne office,4,Ethanol,Kilolitres (kl),4,Road_vehicle,Mobile Source,0.0000012910949999999999,0.0000012910949999999999,,,0.02207,,8.779445999999999e-7,0.00024422353019999996,0,0,4.131504e-7,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-07-26 00:00:00,3,1055,1,XXXX Pty Ltd,7,Melbourne office,4,Ethanol,Kilolitres (kl),11,Road_vehicle,Mobile Source,0.00000127998,0.00000127998,,,0.02188,,8.703864e-7,0.00024212101679999998,0,0,4.095936e-7,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-07-26 00:00:00,3,1055,1,XXXX Pty Ltd,7,Melbourne office,14,Liquified Natural Gas (LNG),Short Ton,3,Road_vehicle,Mobile Source,0.0670865679,0.0670865679,,,48.654,,0.00036928386,0.25763703966,0.06327063468,0,0.00344664936,,,,,,,,,,,,,0.06327063468,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-07-26 00:00:00,3,1055,1,XXXX Pty Ltd,7,Melbourne office,15,Rechargable batteries,Metric Ton,43,Road_vehicle,Mobile Source,0,0,,,0,,0,0,0,0,0,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-07-26 00:00:00,3,1055,1,XXXX Pty Ltd,8,Newcastle office,1,Gasoline,Gallons (g),12,Non_Road_vehicle,Mobile Source,0.00006280312516795874,0.00006280312516795874,,,0.026384320246,,0.0000014437500038611202,0.00045857109497638826,0.00006081796891264969,0,5.4140625144792e-7,,,,,,,,,,,,,0.00006081796891264969,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-07-26 00:00:00,3,1055,1,XXXX Pty Ltd,8,Newcastle office,2,Diesel,Short Ton,68,Diesel generator,Stationary Combustion,0.2755208611584,0.2755208611584,,,101.38986000000001,,0.0015654594384000003,0.6993690041052001,0.27356403686040004,0,0.00039136485960000007,,,,,,,,,,,,,0.27356403686040004,,Stationary Combustion,0,,
National Greenhouse Account Factors,1,2020-07-26 00:00:00,3,1055,1,XXXX Pty Ltd,8,Newcastle office,13,Liquified Petroleum Gas (LPG),Short Ton,30,Road_vehicle,Mobile Source,0.005302587869999999,0.005302587869999999,,,3.31785,,0.000026078300999999997,0.013360782879,0.005233045733999999,0,0.000043463835,,,,,,,,,,,,,0.005233045733999999,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-07-26 00:00:00,3,1055,1,XXXX Pty Ltd,10,Sydney Office,1,Gasoline,Gallons (g),28,Non_Road_vehicle,Mobile Source,0.00013218390906943395,0.00013218390906943395,,,0.055531991106,,0.0000030387105533203206,0.0009651704394983667,0.0001280056820586185,0,0.0000011395164574951201,,,,,,,,,,,,,0.0001280056820586185,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-08-18 00:00:00,3,1078,1,XXXX Pty Ltd,8,Newcastle office,7,Natural Gas,standard cubic feet,69,Gas stove,Stationary Combustion,0.000010875363956832002,0.000010875363956832002,,,5.370208,,6.3314752320000005e-9,0.000013116706188960002,0.000010847927564160002,0,2.1104917440000002e-8,,,,,,,,,,,,,0.000010847927564160002,,Stationary Combustion,0,,
National Greenhouse Account Factors,1,2020-08-25 00:00:00,3,1085,1,XXXX Pty Ltd,1,Franklin Adelaide,2,Diesel,Short Ton,42,Non_Road_vehicle,Mobile Source,0.04391931962880001,0.04391931962880001,,,16.162020000000002,,0.00024954158880000006,0.11148270479640003,0.04360739264280001,0,0.00006238539720000002,,,,,,,,,,,,,0.04360739264280001,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-08-25 00:00:00,3,1085,1,XXXX Pty Ltd,2,SSH Adelaide,4,Ethanol,Kilolitres (kl),45,Road_vehicle,Mobile Source,0.00000168948,0.00000168948,,,0.02888,,0.0000011488463999999999,0.00031958203679999995,0,0,5.406336e-7,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-08-25 00:00:00,3,1085,1,XXXX Pty Ltd,4,Canberra office,15,Rechargable batteries,Metric Ton,33,Road_vehicle,Mobile Source,0,0,,,0,,0,0,0,0,0,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-08-25 00:00:00,3,1085,1,XXXX Pty Ltd,6,Greater Western Sydney,1,Gasoline,Gallons (g),23,Road_vehicle,Mobile Source,0.00021823410209009474,0.00021823410209009474,,,0.091682673796,,0.000005016875910117121,0.0015934852109509507,0.0002113358977136837,0,0.00000188132846629392,,,,,,,,,,,,,0.0002113358977136837,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-08-25 00:00:00,3,1085,1,XXXX Pty Ltd,6,Greater Western Sydney,2,Diesel,Short Ton,13,Road_vehicle,Mobile Source,0.12024704609280001,0.12024704609280001,,,44.25012,,0.0006832218528000001,0.30522936273840007,0.11939301877680002,0,0.00017080546320000003,,,,,,,,,,,,,0.11939301877680002,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-08-25 00:00:00,3,1085,1,XXXX Pty Ltd,7,Melbourne office,1,Gasoline,Gallons (g),20,Non_Road_vehicle,Mobile Source,0.00006118123671311905,0.00006118123671311905,,,0.025702946122,,0.0000014064652117958403,0.0004467285128966538,0.00005924734704689977,0,5.2742445442344e-7,,,,,,,,,,,,,0.00005924734704689977,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-08-25 00:00:00,3,1085,1,XXXX Pty Ltd,7,Melbourne office,4,Ethanol,Kilolitres (kl),4,Road_vehicle,Mobile Source,0.0000012910949999999999,0.0000012910949999999999,,,0.02207,,8.779445999999999e-7,0.00024422353019999996,0,0,4.131504e-7,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-08-25 00:00:00,3,1085,1,XXXX Pty Ltd,7,Melbourne office,4,Ethanol,Kilolitres (kl),11,Road_vehicle,Mobile Source,0.00000127998,0.00000127998,,,0.02188,,8.703864e-7,0.00024212101679999998,0,0,4.095936e-7,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-08-25 00:00:00,3,1085,1,XXXX Pty Ltd,7,Melbourne office,14,Liquified Natural Gas (LNG),Short Ton,3,Road_vehicle,Mobile Source,0.0670865679,0.0670865679,,,48.654,,0.00036928386,0.25763703966,0.06327063468,0,0.00344664936,,,,,,,,,,,,,0.06327063468,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-08-25 00:00:00,3,1085,1,XXXX Pty Ltd,7,Melbourne office,15,Rechargable batteries,Metric Ton,43,Road_vehicle,Mobile Source,0,0,,,0,,0,0,0,0,0,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-08-25 00:00:00,3,1085,1,XXXX Pty Ltd,8,Newcastle office,1,Gasoline,Gallons (g),12,Non_Road_vehicle,Mobile Source,0.00006280312516795874,0.00006280312516795874,,,0.026384320246,,0.0000014437500038611202,0.00045857109497638826,0.00006081796891264969,0,5.4140625144792e-7,,,,,,,,,,,,,0.00006081796891264969,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-08-25 00:00:00,3,1085,1,XXXX Pty Ltd,8,Newcastle office,2,Diesel,Short Ton,68,Diesel generator,Stationary Combustion,0.24785514800640004,0.24785514800640004,,,91.20906000000001,,0.0014082678864000002,0.6291436782492001,0.24609481314840004,0,0.00035206697160000005,,,,,,,,,,,,,0.24609481314840004,,Stationary Combustion,0,,
National Greenhouse Account Factors,1,2020-08-25 00:00:00,3,1085,1,XXXX Pty Ltd,8,Newcastle office,13,Liquified Petroleum Gas (LPG),Short Ton,30,Road_vehicle,Mobile Source,0.005302587869999999,0.005302587869999999,,,3.31785,,0.000026078300999999997,0.013360782879,0.005233045733999999,0,0.000043463835,,,,,,,,,,,,,0.005233045733999999,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-08-25 00:00:00,3,1085,1,XXXX Pty Ltd,10,Sydney Office,1,Gasoline,Gallons (g),28,Non_Road_vehicle,Mobile Source,0.00013218390906943395,0.00013218390906943395,,,0.055531991106,,0.0000030387105533203206,0.0009651704394983667,0.0001280056820586185,0,0.0000011395164574951201,,,,,,,,,,,,,0.0001280056820586185,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-09-17 00:00:00,3,1108,1,XXXX Pty Ltd,8,Newcastle office,7,Natural Gas,standard cubic feet,69,Gas stove,Stationary Combustion,0.000008959452188931,0.000008959452188931,,,4.424139,,5.216059881e-9,0.000010805937386805,0.000008936849262780001,0,1.7386866270000003e-8,,,,,,,,,,,,,0.000008936849262780001,,Stationary Combustion,0,,
National Greenhouse Account Factors,1,2020-09-24 00:00:00,3,1115,1,XXXX Pty Ltd,1,Franklin Adelaide,2,Diesel,Short Ton,42,Non_Road_vehicle,Mobile Source,0.04391931962880001,0.04391931962880001,,,16.162020000000002,,0.00024954158880000006,0.11148270479640003,0.04360739264280001,0,0.00006238539720000002,,,,,,,,,,,,,0.04360739264280001,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-09-24 00:00:00,3,1115,1,XXXX Pty Ltd,2,SSH Adelaide,4,Ethanol,Kilolitres (kl),45,Road_vehicle,Mobile Source,0.00000168948,0.00000168948,,,0.02888,,0.0000011488463999999999,0.00031958203679999995,0,0,5.406336e-7,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-09-24 00:00:00,3,1115,1,XXXX Pty Ltd,4,Canberra office,15,Rechargable batteries,Metric Ton,33,Road_vehicle,Mobile Source,0,0,,,0,,0,0,0,0,0,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-09-24 00:00:00,3,1115,1,XXXX Pty Ltd,6,Greater Western Sydney,1,Gasoline,Gallons (g),23,Road_vehicle,Mobile Source,0.00021823410209009474,0.00021823410209009474,,,0.091682673796,,0.000005016875910117121,0.0015934852109509507,0.0002113358977136837,0,0.00000188132846629392,,,,,,,,,,,,,0.0002113358977136837,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-09-24 00:00:00,3,1115,1,XXXX Pty Ltd,6,Greater Western Sydney,2,Diesel,Short Ton,13,Road_vehicle,Mobile Source,0.12024704609280001,0.12024704609280001,,,44.25012,,0.0006832218528000001,0.30522936273840007,0.11939301877680002,0,0.00017080546320000003,,,,,,,,,,,,,0.11939301877680002,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-09-24 00:00:00,3,1115,1,XXXX Pty Ltd,7,Melbourne office,1,Gasoline,Gallons (g),20,Non_Road_vehicle,Mobile Source,0.00006118123671311905,0.00006118123671311905,,,0.025702946122,,0.0000014064652117958403,0.0004467285128966538,0.00005924734704689977,0,5.2742445442344e-7,,,,,,,,,,,,,0.00005924734704689977,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-09-24 00:00:00,3,1115,1,XXXX Pty Ltd,7,Melbourne office,4,Ethanol,Kilolitres (kl),4,Road_vehicle,Mobile Source,0.0000012910949999999999,0.0000012910949999999999,,,0.02207,,8.779445999999999e-7,0.00024422353019999996,0,0,4.131504e-7,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-09-24 00:00:00,3,1115,1,XXXX Pty Ltd,7,Melbourne office,4,Ethanol,Kilolitres (kl),11,Road_vehicle,Mobile Source,0.00000127998,0.00000127998,,,0.02188,,8.703864e-7,0.00024212101679999998,0,0,4.095936e-7,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-09-24 00:00:00,3,1115,1,XXXX Pty Ltd,7,Melbourne office,14,Liquified Natural Gas (LNG),Short Ton,3,Road_vehicle,Mobile Source,0.0670865679,0.0670865679,,,48.654,,0.00036928386,0.25763703966,0.06327063468,0,0.00344664936,,,,,,,,,,,,,0.06327063468,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-09-24 00:00:00,3,1115,1,XXXX Pty Ltd,7,Melbourne office,15,Rechargable batteries,Metric Ton,43,Road_vehicle,Mobile Source,0,0,,,0,,0,0,0,0,0,,,,,,,,,,,,,0,,Mobile Source,0,,
National Greenhouse Account Factors,1,2020-09-24 00:00:00,3,1115,1,XXXX Pty Ltd,8,Newcastle office,1,Gasoline,Gallons (g),12,Non_Road_vehicle,Mobile Source,0.00006280312516795874,0.00006280312516795874,,,0.026384320246,,0.0000014437500038611202,0.00045857109497638826,0.00006081796891264969,0,5.4140625144792e-7,,,,,,,,,,,,,0.00006081796891264969,,Mobile Source,0,,
